# Team 0: SixsevenPoker, Team 1: hee
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
8,River,1,-105,105,CALL,0,0,0,"['3h', '8h']","['9d', '6h']","['7s', '8d', '3d', '4h', 'Ad']","['4d', '2d', '6d']","['9s', '7d', '3s']",57,57
9,Pre-Flop,1,-205,205,CALL,0,0,0,"['6s', '5s', 'As', '7s', 'Ad']","['7d', '8d', 'Ah', '4s', '3d']",[],[],[],1,1
9,Pre-Flop,0,-205,205,RAISE,3,0,0,"['6s', '5s', 'As', '7s', 'Ad']","['7d', '8d', 'Ah', '4s', '3d']",[],[],[],2,2
9,Pre-Flop,1,-205,205,CALL,0,0,0,"['6s', '5s', 'As', '7s', 'Ad']","['7d', '8d', 'Ah', '4s', '3d']",[],[],[],2,2
9,Flop,0,-205,205,DISCARD,0,2,4,"['6s', '5s', 'As', '7s', 'Ad']","['7d', '8d', 'Ah', '4s', '3d']","['2d', '6h', '8s']",[],[],5,5
9,Flop,1,-205,205,DISCARD,0,0,2,"['As', 'Ad']","['7d', '8d', 'Ah', '4s', '3d']","['2d', '6h', '8s']","['6s', '5s', '7s']",[],5,5
9,Flop,0,-205,205,CHECK,0,0,0,"['As', 'Ad']","['7d', 'Ah']","['2d', '6h', '8s']","['6s', '5s', '7s']","['8d', '4s', '3d']",5,5
9,Flop,1,-205,205,CHECK,0,0,0,"['As', 'Ad']","['7d', 'Ah']","['2d', '6h', '8s']","['6s', '5s', '7s']","['8d', '4s', '3d']",5,5
9,Turn,0,-205,205,CHECK,0,0,0,"['As', 'Ad']","['7d', 'Ah']","['2d', '6h', '8s', '9h']","['6s', '5s', '7s']","['8d', '4s', '3d']",5,5
9,Turn,1,-205,205,RAISE,8,0,0,"['As', 'Ad']","['7d', 'Ah']","['2d', '6h', '8s', '9h']","['6s', '5s', '7s']","['8d', '4s', '3d']",5,5
9,Turn,0,-205,205,FOLD,0,0,0,"['As', 'Ad']","['7d', 'Ah']","['2d', '6h', '8s', '9h']","['6s', '5s', '7s']","['8d', '4s', '3d']",5,5
10,Pre-Flop,0,-210,210,CALL,0,0,0,"['6h', '4h', '9h', '6s', '4s']","['7h', '6d', '3h', '7d', '3s']",[],[],[],1,1
10,Pre-Flop,1,-210,210,RAISE,10,0,0,"['6h', '4h', '9h', '6s', '4s']","['7h', '6d', '3h', '7d', '3s']",[],[],[],2,2
10,Pre-Flop,0,-210,210,CALL,0,0,0,"['6h', '4h', '9h', '6s', '4s']","['7h', '6d', '3h', '7d', '3s']",[],[],[],2,2
10,Flop,1,-210,210,DISCARD,0,0,3,"['6h', '4h', '9h', '6s', '4s']","['7h', '6d', '3h', '7d', '3s']","['8s', '8d', '9d']",[],[],12,12
10,Flop,0,-210,210,DISCARD,0,0,2,"['6h', '4h', '9h', '6s', '4s']","['7h', '7d']","['8s', '8d', '9d']",[],"['6d', '3h', '3s']",12,12
10,Flop,1,-210,210,CHECK,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,Flop,0,-210,210,CHECK,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,Turn,1,-210,210,CHECK,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d', '2h']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,Turn,0,-210,210,CHECK,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d', '2h']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,River,1,-210,210,CHECK,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d', '2h', '5h']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,River,0,-210,210,RAISE,14,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d', '2h', '5h']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
10,River,1,-210,210,FOLD,0,0,0,"['6h', '9h']","['7h', '7d']","['8s', '8d', '9d', '2h', '5h']","['4h', '6s', '4s']","['6d', '3h', '3s']",12,12
11,Pre-Flop,1,-198,198,CALL,0,0,0,"['4d', '6d', '8s', '2h', '7d']","['7h', '6s', '5d', '2s', '9d']",[],[],[],1,1
11,Pre-Flop,0,-198,198,CHECK,0,0,0,"['4d', '6d', '8s', '2h', '7d']","['7h', '6s', '5d', '2s', '9d']",[],[],[],2,2
11,Flop,0,-198,198,DISCARD,0,2,4,"['4d', '6d', '8s', '2h', '7d']","['7h', '6s', '5d', '2s', '9d']","['3h', '3d', '5s']",[],[],2,2
11,Flop,1,-198,198,DISCARD,0,0,2,"['8s', '7d']","['7h', '6s', '5d', '2s', '9d']","['3h', '3d', '5s']","['4d', '6d', '2h']",[],2,2
11,Flop,0,-198,198,CHECK,0,0,0,"['8s', '7d']","['7h', '5d']","['3h', '3d', '5s']","['4d', '6d', '2h']","['6s', '2s', '9d']",2,2
11,Flop,1,-198,198,RAISE,3,0,0,"['8s', '7d']","['7h', '5d']","['3h', '3d', '5s']","['4d', '6d', '2h']","['6s', '2s', '9d']",2,2
11,Flop,0,-198,198,FOLD,0,0,0,"['8s', '7d']","['7h', '5d']","['3h', '3d', '5s']","['4d', '6d', '2h']","['6s', '2s', '9d']",2,2
12,Pre-Flop,0,-200,200,CALL,0,0,0,"['Ah', '2h', '3d', '7h', '2d']","['4s', '4d', '7d', '8h', '8s']",[],[],[],1,1
