# Team 0: FLEXasHoldEm, Team 1: SixsevenPoker
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
6,River,1,109,-109,CHECK,0,0,0,"['6s', '2d']","['3s', '9d']","['2h', '5h', '3d', '7s', '5d']","['9h', 'As', '8d']","['4d', '7h', '8h']",2,2
6,River,0,109,-109,RAISE,6,0,0,"['6s', '2d']","['3s', '9d']","['2h', '5h', '3d', '7s', '5d']","['9h', 'As', '8d']","['4d', '7h', '8h']",2,2
6,River,1,109,-109,FOLD,0,0,0,"['6s', '2d']","['3s', '9d']","['2h', '5h', '3d', '7s', '5d']","['9h', 'As', '8d']","['4d', '7h', '8h']",2,2
7,Pre-Flop,1,111,-111,CALL,0,0,0,"['2d', '6s', '6h', '4h', '4s']","['As', '4d', '7d', '5d', '9h']",[],[],[],1,1
7,Pre-Flop,0,111,-111,RAISE,10,0,0,"['2d', '6s', '6h', '4h', '4s']","['As', '4d', '7d', '5d', '9h']",[],[],[],2,2
7,Pre-Flop,1,111,-111,CALL,0,0,0,"['2d', '6s', '6h', '4h', '4s']","['As', '4d', '7d', '5d', '9h']",[],[],[],2,2
7,Flop,0,111,-111,DISCARD,0,2,3,"['2d', '6s', '6h', '4h', '4s']","['As', '4d', '7d', '5d', '9h']","['7h', '8h', '9d']",[],[],12,12
7,Flop,1,111,-111,DISCARD,0,2,4,"['6h', '4h']","['As', '4d', '7d', '5d', '9h']","['7h', '8h', '9d']","['2d', '6s', '4s']",[],12,12
7,Flop,0,111,-111,RAISE,15,0,0,"['6h', '4h']","['7d', '9h']","['7h', '8h', '9d']","['2d', '6s', '4s']","['As', '4d', '5d']",12,12
7,Flop,1,111,-111,FOLD,0,0,0,"['6h', '4h']","['7d', '9h']","['7h', '8h', '9d']","['2d', '6s', '4s']","['As', '4d', '5d']",12,12
8,Pre-Flop,0,123,-123,RAISE,10,0,0,"['3h', '9d', '2h', '4d', '5d']","['5s', '4h', '7d', '8d', '6d']",[],[],[],1,1
8,Pre-Flop,1,123,-123,CALL,0,0,0,"['3h', '9d', '2h', '4d', '5d']","['5s', '4h', '7d', '8d', '6d']",[],[],[],2,2
8,Flop,1,123,-123,DISCARD,0,0,2,"['3h', '9d', '2h', '4d', '5d']","['5s', '4h', '7d', '8d', '6d']","['7s', '2d', '7h']",[],[],12,12
8,Flop,0,123,-123,DISCARD,0,1,2,"['3h', '9d', '2h', '4d', '5d']","['5s', '7d']","['7s', '2d', '7h']",[],"['4h', '8d', '6d']",12,12
8,Flop,1,123,-123,RAISE,18,0,0,"['9d', '2h']","['5s', '7d']","['7s', '2d', '7h']","['3h', '4d', '5d']","['4h', '8d', '6d']",12,12
8,Flop,0,123,-123,CALL,0,0,0,"['9d', '2h']","['5s', '7d']","['7s', '2d', '7h']","['3h', '4d', '5d']","['4h', '8d', '6d']",12,12
8,Turn,1,123,-123,RAISE,45,0,0,"['9d', '2h']","['5s', '7d']","['7s', '2d', '7h', 'Ad']","['3h', '4d', '5d']","['4h', '8d', '6d']",30,30
8,Turn,0,123,-123,FOLD,0,0,0,"['9d', '2h']","['5s', '7d']","['7s', '2d', '7h', 'Ad']","['3h', '4d', '5d']","['4h', '8d', '6d']",30,30
9,Pre-Flop,1,93,-93,CALL,0,0,0,"['2s', '4d', '3h', '6d', '6h']","['2h', '9d', '8h', '8s', '5h']",[],[],[],1,1
9,Pre-Flop,0,93,-93,RAISE,10,0,0,"['2s', '4d', '3h', '6d', '6h']","['2h', '9d', '8h', '8s', '5h']",[],[],[],2,2
9,Pre-Flop,1,93,-93,CALL,0,0,0,"['2s', '4d', '3h', '6d', '6h']","['2h', '9d', '8h', '8s', '5h']",[],[],[],2,2
9,Flop,0,93,-93,DISCARD,0,2,4,"['2s', '4d', '3h', '6d', '6h']","['2h', '9d', '8h', '8s', '5h']","['7s', '5s', '4s']",[],[],12,12
9,Flop,1,93,-93,DISCARD,0,2,3,"['3h', '6h']","['2h', '9d', '8h', '8s', '5h']","['7s', '5s', '4s']","['2s', '4d', '6d']",[],12,12
9,Flop,0,93,-93,RAISE,18,0,0,"['3h', '6h']","['8h', '8s']","['7s', '5s', '4s']","['2s', '4d', '6d']","['2h', '9d', '5h']",12,12
9,Flop,1,93,-93,FOLD,0,0,0,"['3h', '6h']","['8h', '8s']","['7s', '5s', '4s']","['2s', '4d', '6d']","['2h', '9d', '5h']",12,12
